country,date,fertility_rate,gdp_per_capita,gdp_growth_rate,population,unemployment_rate,net_migration,avg_dest_gdp,gdp_gap_ratio,migration_pressure,pop_growth,gdp_lag_5,fertility_lag_3
Afghanistan,2018,5.327,491.337221382603,1.18922812944517,36743039.0,11.192,-36753.0,48615.278707212725,98.9448317601734,527.0791187864437,2.9535877156323,637.087099117099,5.652
Afghanistan,2019,5.238,496.6025042585,3.91160341625552,37856121.0,11.187,9159.0,48464.50914927236,97.59215616851739,511.18771401069415,3.0293683655290504,625.054941813938,5.542
Afghanistan,2020,5.145,510.787063366811,-2.35110067203466,39068979.0,11.71,143634.0,46886.24039931856,91.79214542019085,472.27058818688187,3.2038623291593904,565.569730408751,5.433
Afghanistan,2021,5.039,356.496214115892,-20.7388393676343,40000412.0,12.006,-548784.0,53371.48707696068,149.71123104160188,754.3948932186319,2.384073051921831,522.082215583898,5.327
Afghanistan,2022,4.932,357.261152798144,-6.24017199240269,40578842.0,14.1,-647402.0,54293.2500889066,151.97076330205655,749.5198046057429,1.4460601055809041,525.469770891619,5.238
Afghanistan,2023,4.84,413.757894705303,2.26694373649188,41454761.0,14.008,-48958.0,56934.79321505122,137.6041253680555,666.0039667813886,2.158560857897318,491.337221382603,5.145
Algeria,2000,2.59,1772.92869122761,3.80000000158476,30903893.0,29.77,-16454.0,27050.256836082543,15.257385686139708,39.51662892710184,,,
Algeria,2001,2.519,1896.30020878013,2.99999999863043,31331221.0,27.3,-26539.0,27035.9502538777,14.257209975876997,35.91391192923415,1.3827643009248103,,
Algeria,2002,2.429,1937.46411413019,5.40000000000001,31750835.0,25.9,-36255.0,28408.729514927418,14.662841653550473,35.6160423764741,1.3392839047032368,,
Algeria,2003,2.451,2283.77299346126,6.50000000062043,32175818.0,23.72,-39421.0,32507.90732405692,14.234298862947982,34.888266513085505,1.338493932521767,,2.59
Algeria,2004,2.5,2816.99384960555,4.49999999976698,32628286.0,17.65,-38648.0,36517.24976751736,12.96319825924742,32.40799564811855,1.4062361988745664,,2.519
Algeria,2005,2.562,3233.13339634212,5.39999999969525,33109249.0,15.27,-51345.0,38505.624311958745,11.909692422689076,30.51263198692941,1.4740676234111794,1772.92869122761,2.429
Algeria,2006,2.628,3660.66104745322,2.89999999905852,33623506.0,12.27,-44138.0,40982.619977352224,11.19541510292642,29.421550890490632,1.553212517746938,1896.30020878013,2.451
Algeria,2007,2.704,4167.45169937531,3.10000000128674,34189416.0,13.79,-25046.0,45435.300017531576,10.902417903089843,29.48013800995494,1.683078498714563,1937.46411413019,2.5
Algeria,2008,2.785,5180.91881514686,2.49999999929371,34816961.0,11.33,-2101.0,46955.33693399176,9.063129265163123,25.2408150034793,1.8354949379655983,2283.77299346126,2.562
Algeria,2009,2.825,4235.42990456612,1.19999999969519,35490445.0,10.16,-4458.0,42255.83467634836,9.976752213699324,28.184325003700593,1.9343560743282584,2816.99384960555,2.628
Algeria,2010,2.875,4912.78585503672,4.80000000093564,36188236.0,9.96,-10788.0,43814.67728781202,8.918499316002556,25.640685533507348,1.9661376463439684,3233.13339634212,2.704
Algeria,2011,2.899,5916.31364364343,2.99999999941909,36903376.0,9.96,-20108.0,47221.08305970434,7.981504346112437,23.138381099379956,1.9761670615832116,3660.66104745322,2.785
Algeria,2012,2.996,6033.64884689543,2.40000000034432,37646166.0,10.97,-26763.0,46529.73392493532,7.711707311053883,23.104275103917434,2.0127968779875216,4167.45169937531,2.825
Algeria,2013,2.997,5979.60138960585,2.60000000061164,38414171.0,9.82,-30052.0,47860.02602784562,8.003882350927132,23.987635405728614,2.040061662587367,5180.91881514686,2.875
Algeria,2014,3.084,6094.69392314956,4.09999999866501,39205031.0,10.207,-30064.0,49157.63021882968,8.06564379420492,24.874445461327973,2.058771488261457,4235.42990456612,2.899
Algeria,2015,3.091,4685.05902729002,3.20000000089023,40019529.0,11.206,-27638.0,44810.92904203534,9.564645563911997,29.564319438051985,2.077534385829205,4912.78585503672,2.996
Algeria,2016,3.091,4424.98529027556,3.90000000017621,40850721.0,10.202,-6438.0,44236.64517592658,9.997015193054303,30.900773961730852,2.076965973287681,5916.31364364343,2.997
Algeria,2017,3.09,4554.66753957828,1.49999999895587,41689299.0,12.0,-14403.0,45984.52697074104,10.096132499497159,31.19704942344622,2.0527862898674476,6033.64884689543,3.084
Algeria,2018,3.019,4577.21029180491,1.40000000088281,42505035.0,12.112,-27146.0,48615.278707212725,10.621159092090236,32.065279299020425,1.9567035655840614,5979.60138960585,3.091
Algeria,2019,2.997,4468.45341883656,0.899999999219148,43294546.0,12.302,-27786.0,48464.50914927236,10.845924664890195,32.50523622067591,1.857452887640254,6094.69392314956,3.091
Algeria,2020,2.94,3743.5419522929,-4.99999999908597,44042091.0,14.08,-10798.0,46886.24039931856,12.52456657273494,36.822225723840724,1.7266493567111185,4685.05902729002,3.09
Algeria,2021,2.87,4160.55926736925,3.79999999900707,44761099.0,13.656,-10803.0,53371.48707696068,12.827959811928801,36.81624466023566,1.632547373829274,4424.98529027556,3.019
Algeria,2022,2.817,4960.30334332888,3.60000000094915,45477389.0,12.382,-14684.0,54293.2500889066,10.945550368794617,30.833615388894437,1.600251146648568,4554.66753957828,2.997
Algeria,2023,2.766,5370.477235078,4.10000000005964,46164219.0,11.645,-25963.0,56934.79321505122,10.601440192907605,29.323583573582436,1.510267003235377,4577.21029180491,2.94
Bangladesh,2000,3.279,396.670730249751,5.29329471892532,134544304.0,3.27,-512422.0,27050.256836082543,68.19322620313129,223.6055887200675,,,
Bangladesh,2001,3.203,394.65641001891,5.07728777526728,136805810.0,3.609,-737740.0,27035.9502538777,68.50503265000123,219.42161957795392,1.6808634277077905,,
Bangladesh,2002,3.126,393.886422327628,3.83312393993225,138933658.0,3.966,-819909.0,28408.729514927418,72.12416550702406,225.4601413749572,1.5553783863419213,,
Bangladesh,2003,3.029,426.74880754362,4.73956739963045,140970351.0,4.32,-896335.0,32507.90732405692,76.17574261349081,230.73632437626367,1.4659464303459213,,3.279
Bangladesh,2004,2.94,455.614016909798,5.23953291029852,142902856.0,4.316,-970264.0,36517.24976751736,80.14953098940107,235.63962110883915,1.370859181587769,,3.203
Bangladesh,2005,2.846,480.08585075452,6.53594493875502,144715786.0,4.25,-1036635.0,38505.624311958745,80.20570539923628,228.26543756622647,1.2686450437351615,396.670730249751,3.126
Bangladesh,2006,2.755,490.388026533289,6.67190498576788,146405973.0,3.591,-1091865.0,40982.619977352224,83.57182019118936,230.2403646267267,1.1679354731901848,394.65641001891,3.029
Bangladesh,2007,2.666,537.955492792911,7.05859935449848,147989278.0,4.015,-1133553.0,45435.300017531576,84.45921758628117,225.1682740850256,1.081448364131976,393.886422327628,2.94
Bangladesh,2008,2.577,613.06204104124,6.01378975738535,149474264.0,4.49,-1158420.0,46955.33693399176,76.59149285159073,197.3762770785493,1.0034416141958546,426.74880754362,2.846
Bangladesh,2009,2.484,679.211477428056,5.04512479919337,150873714.0,5.0,-1150194.0,42255.83467634836,62.213075132883354,154.53727863008226,0.9362481289755697,455.614016909798,2.755
Bangladesh,2010,2.38,757.385280361508,5.57178818533122,152201981.0,3.379,-1113727.0,43814.67728781202,57.84991922063604,137.68280774511376,0.8803833118338877,480.08585075452,2.666
Bangladesh,2011,2.309,837.336944695647,6.46437912497728,153591076.0,3.737,-848910.0,47221.08305970434,56.39436233984412,130.2145826427001,0.9126655191169952,490.388026533289,2.577
Bangladesh,2012,2.263,859.680536375497,6.52145877906443,155070101.0,4.07,-829875.0,46529.73392493532,54.12444734541687,122.48362434267837,0.962962848180049,537.955492792911,2.484
Bangladesh,2013,2.247,958.262989798283,6.01360565834344,156532141.0,4.426,-862944.0,47860.02602784562,49.944562752987345,112.22543250596256,0.9428252065174059,613.06204104124,2.38
Bangladesh,2014,2.228,1094.46199702838,6.0610593588495,157964929.0,4.417,-889222.0,49157.63021882968,44.91488087507802,100.07035458967384,0.9153315037069509,679.211477428056,2.309
Bangladesh,2015,2.227,1224.38647668165,6.55263987816197,159383179.0,4.397,-909223.0,44810.92904203534,36.59868015161567,81.50526069764808,0.8978258712096787,757.385280361508,2.263
Bangladesh,2016,2.227,1649.28380858601,7.11347821270093,160811932.0,4.35,-918770.0,44236.64517592658,26.821730102263135,59.731992937739996,0.8964264666850408,837.336944695647,2.247
Bangladesh,2017,2.205,1811.08221668646,6.59024999794057,162186147.0,4.372,-1037176.0,45984.52697074104,25.390634697343515,55.98634950764245,0.854547907552039,859.680536375497,2.228
Bangladesh,2018,2.193,1965.24372731467,7.31941263014136,163523103.0,4.439,-1029069.0,48615.278707212725,24.737531549657284,54.24940668839842,0.8243342756024674,958.262989798283,2.227
Bangladesh,2019,2.18,2129.79896954606,7.88191515117722,164913055.0,4.504,-1016796.0,48464.50914927236,22.755438349940587,49.60685560287048,0.850003439575131,1094.46199702838,2.227
Bangladesh,2020,2.175,2248.85078828233,3.44801755122445,166298024.0,5.539,-1002522.0,46886.24039931856,20.848977906235486,45.34652694606218,0.8398176845368699,1224.38647668165,2.205
Bangladesh,2021,2.173,2482.84917843357,6.93867912442445,167658854.0,5.457,-994722.0,53371.48707696068,21.496064900177608,46.71094902808594,0.8183079794141124,1649.28380858601,2.193
